id,name,created_at,updated_at,intro,page,opt,shows
3889,СТЕКЛО БОКОВОЕ,2014-02-15 00:26:14.099599,2015-01-17 21:13:21.11947,,,,10380
3890,СТЕКЛО ЗЕРКАЛА,2014-02-15 00:26:14.101534,2015-01-17 21:13:21.111115,,,,5741
3891,СТЕКЛО ПРОТИВОТУМАННОЙ ФАРЫ,2014-02-15 00:26:14.103433,2015-01-17 21:13:21.102272,,,,1222
3892,СТЕКЛО ФАРЫ,2014-02-15 00:26:14.10528,2015-01-17 21:13:21.059528,,,,11602
3893,СТЕКЛО ФОНАРЯ,2014-02-15 00:26:14.107079,2015-01-17 21:13:19.436057,,,,1261
3894,СТЕКЛОПОДЪЕМНИК,2014-02-15 00:26:14.108957,2015-01-17 21:13:19.427417,,,,33958
3895,СТОЙКА АМОРТИЗАЦИОННАЯ,2014-02-15 00:26:14.110768,2015-01-17 21:13:19.418698,"<p>Амортизаторная стойка, это конструктивный элемент, состоящий из устройства, подавляющего колебания (собственно амортизатора), снабженного всем необходимым для крепления к кузову автомобиля (элементам подвески) и рессоры.</p>
","",,742
3896,СТОЙКА СТАБИЛИЗАТОРА,2014-02-15 00:26:14.112649,2015-01-17 21:13:19.402534,"<p>Стойка стабилизатора - входит в состав устройства &laquo;стабилизатора поперечной устойчивости&raquo;, при помощи этого узла стабилизатор соединяется со ступицей и кулаком управляемого колеса.</p>
","<p>Стойка стабилизатора - входит в состав устройства &laquo;стабилизатора поперечной устойчивости&raquo;, при помощи этого узла стабилизатор соединяется со ступицей и кулаком управляемого колеса.<br />
Действие системы стабилизации направлено на борьбу с кренами кузова автомобиля, возникающими под действием центробежной силы, во время движения по кругу (в поворотах), а также при езде по ухабам и пересеченной местности.<br />
Конструктивно стойка &ndash; простой узел, состоит из штока длиной 5 &ndash; 20 сантиметров к которому по средствам сварки приварены шарнирные опоры, принципиально не отличающиеся от шаровых опор подвески. Шарнир представляют собой, обойму в которую запрессован &laquo;палец&raquo; со сферическим концевиком с одной стороны, и резьбовой поверхностью с другой. Данный механизм требует хорошей смазки чтобы обеспечить скольжение сферической поверхности пальца в обойме, тем самым гарантируя работу всей системы стабилизации. Чтобы не допустить вытекания смазки и попадания в шарнир мусора, устройство защищено резиновыми пыльниками. По типу конструкции различают:<br />
-Симметричные (шарнирные соединения расположены под углом друг к другу)<br />
-Несимметричные&nbsp;<br />
К недостаткам относится &ndash; малый срок службы данного механизма, причиной тому, высокие нагрузки при движении по неровному дорожному покрытию, чаще всего выходит из строя обойма удерживающая сферический палец. Также при испорченном пыльники грязь или попавшая вода увеличивает износ сферы что приводит к поломке. Стойки стабилизатора меняют при пробеге: 1-20 тыс. км.</p>
",,15628
3897,СТРЕМЯНКА РЕССОРЫ,2014-02-15 00:26:14.114567,2015-01-17 21:13:19.393809,,,,642
3898,СТУПИЦА КОЛЕСА,2014-02-15 00:26:14.116427,2015-01-17 21:13:19.377277,"<p>Ступица колеса - это элемент подвески, который вращается, к ней крепятся колеса автомобиля. У ведущих колес, ступица еще и элемент трансмиссии. К ступице крепятся не только колеса, но и тормоза.</p>
","<p>Ступица колеса - это элемент подвески, который вращается, к ней крепятся колеса автомобиля. У ведущих колес, ступица еще и элемент трансмиссии. К ступице крепятся не только колеса, но и тормоза.</p>

<p>Ступицы установлены на шариковые или роликовые упорные подшипники, они воспринимают на себя нагрузки, которые передаются на ступицу. У Роликовых подшипников есть большая несущая способность, в отличии от шариковых подшипников. Главное преимущество роликовых подшипников, то что они образуют линейный контакт с кольцом подшипника, а шариковые подшипники образуют лишь точечный контакт малой площади.</p>

<p>Регулировку роликовых подшипников ступицы, обеспечивает осевой зазор. Во время эксплуатации из-за износа, зазор в подшипниках увеличивается, чтобы не было люфта в ступицах есть регулировочные устройства. Широкое распространение на легковых автомобилях получили шариковые подшипники ступиц колес. Они заполняются смазочным материалом, когда монтируются в ступицу при сборке и им не нужно обслуживание и регулировка.</p>
",,8560
3899,СТУПИЦА ШКИВА КОЛЕНВАЛА,2014-02-15 00:26:14.118236,2015-01-17 21:13:19.36866,,,,15
3900,СУППОРТ ТОРМОЗНОЙ,2014-02-15 00:26:14.120087,2015-01-17 21:13:19.352756,"<p>Суппорт тормозной - это очень важный элемент в конструкции тормозной системы, от него зависит безопасность вашего передвижения. Суппорт тормозной воспринимает сильные нагрузки, которые предаются от тормозных колодок и тормозных дисков и он передает их на детали ходовой системы автомобиля.</p>
","<p>Суппорт тормозной - это очень важный элемент в конструкции тормозной системы, от него зависит безопасность вашего передвижения. Суппорт тормозной воспринимает сильные нагрузки, которые предаются от тормозных колодок и тормозных дисков и он передает их на детали ходовой системы автомобиля.</p>

<p>Изготовлен суппорт из двух соединенных между собой частей. Первая часть - неподвижная скоба, она крепится с помощью болтов. Вторая часть - подвижный тормозной суппорт, который крепится к скобе и у этой части есть еще возможность свободно перемещаться по горизонтали. Чтобы когда происходит отпускание педали тормоза, тормозные колодки могли свободно разжиматься.</p>

<p>Суппорт имеет соединение с гидравлической системой , а также имеет цилиндр. Когда происходит нажатие на тормоз, цилиндр сжимает колодки. Через суппорт нагрузки от торможения поступают к скобе и дальше передаются на детали ходовой системы. Этот процесс представляет превращение кинетической энергии в энергию тепловую. Происходит это за счет трения дисков с колодками, а также за счет трения колес с дорогой.&nbsp;</p>

<p>Аналогом суппорта тормозного являются тормоза барабанные, но они уже очень редко встречаются в современном автомобилестроении. Это потому что тормоза барабанные быстрее приходят в негодность и они менее эффективны. Раньше на переднеприводных автомобилях, на их задней оси делали барабанные тормоза, а сейчас на современных автомобилях, даже на колесах безприводных используют тормозные суппорта.</p>
",,8207
3901,СУХАРЬ КЛАПАНА,2014-02-15 00:26:14.121891,2015-01-17 21:13:19.341099,,,,225
3902,"СЦЕПЛЕНИЕ, КОМПЛЕКТ",2014-02-15 00:26:14.123804,2014-12-16 07:13:23.310998,"<p>Сцепление - это важная конструктивная деталь трансмиссии автомобиля. Оно предназначается для того, чтобы кратковременно отсоединять трансмиссию от двигателя и для плавного соединения, когда происходит переключение передач. Еще оно предохраняет трансмиссию от различных перегрузок и гасит колебания.&nbsp;</p>
","<p>Сцепление - это важная конструктивная деталь трансмиссии автомобиля. Оно предназначается для того, чтобы кратковременно отсоединять трансмиссию от двигателя и для плавного соединения, когда происходит переключение передач. Еще оно предохраняет трансмиссию от различных перегрузок и гасит колебания.&nbsp;</p>

<p>У автомобиля сцепление расположено, между коробкой передач и двигателем. Бывают три вида сцепления: электромагнитное, фрикционное и гидравлическое. Электромагнитное управляется за счет магнитного поля, фрикционное управляется за счет силы трения, гидравлическое управляется за счет потока жидкости.</p>

<p>В автомобилестроении самым распространенным сцеплением является фрикционное. Оно бывает многодисковым, однодисковым и двухдисковым. В зависимости от поверхности трения сцепление бывает мокрое и сухое. Мокрое предполагает работу дисков сцепления в жидкости, а сухое предполагает работу дисков за счет сухого трения между ними.</p>

<p>На современные автомобили, обычно устанавливают однодисковое сухое сцепление. В конструкции сцепления однодискового есть, ведомые и нажимные диски, маховик, подшипник выключения с вилкой и муфтой, диафрагменная пружина. Все эти элементы однодискового сцепления размещены в картере. А картер крепко крепится с помощью болтов к двигателю автомобиля.</p>
",,
3903,ТАБЛИЧКА ИДЕНТИФИКАЦИОННАЯ,2014-02-15 00:26:14.125887,2015-01-17 21:13:19.328372,,,,175
3904,ТЕПЛООБМЕННИК СИСТЕМЫ ВЫПУСКА,2014-02-15 00:26:14.127766,2015-01-17 21:13:08.505823,,,,0
3905,ТЕРМОВЫКЛЮЧАТЕЛЬ ВЕНТИЛЯТОРА РАДИАТОРА,2014-02-15 00:26:14.129621,2015-01-17 21:13:08.496951,,,,80
3906,ТЕРМОВЫКЛЮЧАТЕЛЬ СИГНАЛЬНОЙ ЛАМПЫ ОХЛАЖДАЮЩЕЙ ЖИДКОСТИ,2014-02-15 00:26:14.131774,2015-01-17 21:13:08.43908,,,,0
3907,ТЕРМОМУФТА ВЕНТИЛЯТОРА,2014-02-15 00:26:14.133689,2015-01-17 21:13:08.430724,,,,58
3908,ТНВД,2014-02-15 00:26:14.135614,2015-01-17 21:13:08.422205,,,,50302
3909,"ТОЛКАТЕЛИ КЛАПАНА ГИДРАВЛИЧЕСКИЕ, КОМПЛЕКТ",2014-02-15 00:26:14.137513,2014-02-15 00:26:14.137513,,,,
3910,ТОЛКАТЕЛЬ КЛАПАНА,2014-02-15 00:26:14.139312,2015-01-17 21:13:08.411634,,,,905
3911,ТОЛКАТЕЛЬ КЛАПАНА ГИДРАВЛИЧЕСКИЙ,2014-02-15 00:26:14.141117,2015-01-17 21:13:08.380777,,,,52
3912,ТРАПЕЦИЯ СТЕКЛООЧИСТИТЕЛЯ,2014-02-15 00:26:14.143013,2015-01-17 21:13:08.339445,,,,3343
3913,ТРОС ГАЗА,2014-02-15 00:26:14.144891,2015-01-17 21:13:08.319372,,,,2711
3914,ТРОС КПП,2014-02-15 00:26:14.146814,2015-01-17 21:13:08.282474,,,,866
3915,ТРОС ПРИВОДА СТАРТЕРА,2014-02-15 00:26:14.148682,2015-01-17 21:13:07.246823,,,,0
3916,ТРОС ТОРМОЗНОЙ,2014-02-15 00:26:14.15073,2015-01-17 21:13:07.238477,,,,197
3917,ТРОСИК ЗАСЛОНКИ ОТОПИТЕЛЯ,2014-02-15 00:26:14.159955,2015-01-17 21:13:07.230251,,,,22
3918,ТРОСИК ОГРАНИЧИТЕЛЬНЫЙ,2014-02-15 00:26:14.162222,2015-01-17 21:13:07.221602,,,,0
3919,ТРОСИК СТАРТЕРА,2014-02-15 00:26:14.164312,2015-01-17 21:13:07.213673,,,,21
3920,ТРУБА ВЫХЛОПНАЯ,2014-02-15 00:26:14.166171,2015-01-17 21:13:07.204986,,,,11041
3921,ТРУБА ГЛУШИТЕЛЯ,2014-02-15 00:26:14.168051,2015-01-17 21:13:07.196177,,,,2105
3922,ТРУБА ПРИЕМНАЯ,2014-02-15 00:26:14.169936,2015-01-17 21:13:07.180138,,,,5594
3923,ТРУБКА ВЕНТИЛЯЦИИ,2014-02-15 00:26:14.171954,2015-01-17 21:13:07.169465,,,,228
3924,ТРУБКА ГИДРОУСИЛИТЕЛЯ,2014-02-15 00:26:14.173975,2015-01-17 21:13:07.135105,,,,512
3925,ТРУБКА КОНДИЦИОНЕРА,2014-02-15 00:26:14.175912,2015-01-17 21:13:06.096531,,,,1941
3926,ТРУБКА МАСЛЯНАЯ,2014-02-15 00:26:14.177938,2015-01-17 21:13:06.088478,,,,441
3927,ТРУБКА МАСЛЯНОГО ЩУПА,2014-02-15 00:26:14.179783,2015-01-17 21:13:06.079298,,,,101
3928,ТРУБКА СЦЕПЛЕНИЯ,2014-02-15 00:26:14.181637,2015-01-17 21:13:06.063151,,,,619
3929,ТРУБКА ТОПЛИВНАЯ,2014-02-15 00:26:14.183546,2015-01-17 21:13:06.054762,,,,2881
3930,ТРУБКА ТОРМОЗНОЙ СИСТЕМЫ,2014-02-15 00:26:14.185472,2015-01-17 21:13:06.046595,,,,179
3931,ТУРБИНА В СБОРЕ,2014-02-15 00:26:14.187307,2015-01-17 21:13:06.038319,,,,64
3932,ТЯГА ЗАМКА ДВЕРИ,2014-02-15 00:26:14.189108,2015-01-17 21:13:06.029526,,,,307
3933,ТЯГА ЗАМКА КАПОТА,2014-02-15 00:26:14.191063,2015-01-17 21:13:06.010969,,,,156
3934,ТЯГА КПП,2014-02-15 00:26:14.192905,2015-01-17 21:13:05.747735,,,,413
3935,ТЯГА ПОДВЕСКИ,2014-02-15 00:26:14.194766,2015-01-17 21:13:04.910771,"<p>Передние тяги обеспечивают правильное положение колес. Боковые тяги для более эффективной регулировки развала выполнены с дополнительными динамическими втулками. Вместе с средней (центральной) тягой они представляют надежную конструкцию обеспечивающую управление автомобиля и предохраняющую от различных ударных воздействий.</p>

<p>&nbsp;</p>
","<p>Передние тяги обеспечивают правильное положение колес. Боковые тяги для более эффективной регулировки развала выполнены с дополнительными динамическими втулками. Вместе с средней (центральной) тягой они представляют надежную конструкцию обеспечивающую управление автомобиля и предохраняющую от различных ударных воздействий. Выполняются передние тяги из штампованной стали.<br />
Задних тяги крепятся к мосту (речь о заднем приводе) и кузову, всего их пять: одна поперечная, две длинных продольных, две коротких. Крепятся с помощью болта проходящего через впрессованную втулку к вилкообразному креплению. Выполняются из прессованной и обрезной трубы.&nbsp;<br />
Функция поперечной тяги заключается в регулировки развала задних колес, также смягчения удара по кузову при наезде например на бордюр. Продольные тяги обеспечивают четкое вхождение в поворот и стабилизацию движения автомобиля за счет более надежного крепления моста к кузову.</p>

<p>&nbsp;</p>
",,415
3936,ТЯГА СТЕКЛООЧИСТИТЕЛЯ,2014-02-15 00:26:14.196648,2015-01-17 21:13:04.872211,,,,176
3937,УКАЗАТЕЛЬ ПОВОРОТА,2014-02-15 00:26:14.198569,2015-01-17 21:13:04.854632,,,,4126
3938,УПЛОТНИТЕЛЬ ДВЕРИ,2014-02-15 00:26:14.200381,2015-01-17 21:13:04.845789,,,,11043
3939,УПЛОТНИТЕЛЬ ЗАДНЕГО СТЕКЛА,2014-02-15 00:26:14.202206,2015-01-17 21:13:04.829893,,,,234
3940,УПЛОТНИТЕЛЬ КРЫШКИ БАГАЖНИКА,2014-02-15 00:26:14.20414,2015-01-17 21:13:04.813642,"","",,56
3941,УПЛОТНИТЕЛЬ ЛОБОВОГО СТЕКЛА,2014-02-15 00:26:14.205977,2015-01-17 21:13:04.805281,"<p>Уплотнитель представляет собой резиновую или силиконовую ленту, которая располагается по периметру лобового стекла, в зазоре между стеклом и кузовом автомобиля.&nbsp;</p>

<p>Уплотнитель используют для предотвращения попадания влаги под лобовое стекло, компенсации вибраций возникающих в процессе езды по не ровной поверхности, между кузовом автомобиля и лобовым стеклом. Резина и силикон прекрасно выполняют функции температурного шва, т.к. стекло чаще всего устанавливается заподлицо со стойками и крышей машины, то установка встык невозможна, при изменении температуры, размеры деталей меняются, и зазоры могут увеличиваться или уменьшаться, уплотнитель в свою очередь принимает эти деформации на себя.</p>
","<p>Уплотнитель представляет собой резиновую или силиконовую ленту, которая располагается по периметру лобового стекла, в зазоре между стеклом и кузовом автомобиля.&nbsp;</p>

<p>Уплотнитель используют для предотвращения попадания влаги под лобовое стекло, компенсации вибраций возникающих в процессе езды по не ровной поверхности, между кузовом автомобиля и лобовым стеклом. Резина и силикон прекрасно выполняют функции температурного шва, т.к. стекло чаще всего устанавливается заподлицо со стойками и крышей машины, то установка встык невозможна, при изменении температуры, размеры деталей меняются, и зазоры могут увеличиваться или уменьшаться, уплотнитель в свою очередь принимает эти деформации на себя.</p>

<p>В современных автомобилях стекла устанавливают при помощи клея, постоянные вибрации могут негативно сказаться на данном типе соединения, уплотнитель же убирает большую часть этих вибраций, выступая демпфером между деталями.&nbsp;</p>

<p>Основной функцией является герметизация салона, что ограждает внутреннее пространство от влаги и пыли, также он не позволяет скапливаться влаге в зазорах и щелях между кузовом и стеклом.</p>

<p><span style=""line-height: 1.428571429;"">Надежность обеспечивается конструктивно предусмотренным &laquo;замком&raquo;, при производстве формируется специальная канавка, которая и удерживает деталь надежно, также облегчает ее установку.</span></p>

<p><span style=""line-height: 1.428571429;"">К недостаткам можно отнести лишь свойство резины &laquo;стареть&raquo; от перепадов температуры, при появлении трещин и крошения, уплотнитель необходимо заменить.</span></p>
",,578
3942,УПЛОТНИТЕЛЬ СТЕКЛА ДВЕРИ,2014-02-15 00:26:14.207863,2015-01-17 21:13:04.79708,"","",,463
3943,УПОР КОЛЕСА,2014-02-15 00:26:14.209628,2015-01-17 21:13:04.788037,,,,140
3944,УСИЛИТЕЛЬ БАМПЕРА,2014-02-15 00:26:14.211511,2015-01-17 21:13:04.753865,"","",,4519
3945,УСИЛИТЕЛЬ ВАКУУМНЫЙ ТОРМОЗОВ,2014-02-15 00:26:14.213534,2015-01-17 21:13:03.7627,,,,4701
3946,УСИЛИТЕЛЬ КРЫЛА,2014-02-15 00:26:14.223983,2015-01-17 21:13:03.754492,,,,73
3947,УСПОКОИТЕЛЬ ЦЕПИ,2014-02-15 00:26:14.225934,2015-01-17 21:13:03.746654,,,,1370
3948,ФАРА ДАЛЬНЕГО СВЕТА,2014-02-15 00:26:14.227858,2015-01-17 21:13:03.720506,,,,3099
3949,ФАРА ПРОТИВОТУМАННАЯ,2014-02-15 00:26:14.229643,2015-01-17 21:13:03.703782,"<p>Противотуманные фары &ndash; это не только способ украсить, &laquo;тюнинговать&raquo; свой автомобиль, как думают многие. Нас самом деле, противотуманные фары &ndash; это прежде всего дополнительное средство безопасности во время движения. Как понятно из самого названия, противотуманные фары созданы для того, чтоб освещать дорогу во время тяжелых погодных условий, коими являются не только туман, но и дождь, снег и метель. Дополнительное освещение поможет водителю сориентироваться во время плохой видимости и избежать аварийной ситуации. Большинство современных автомобилей укомплектованы такой оптикой с завода, владельцы более устаревших моделей устанавливают противотуманные фары самостоятельно. Дополнительное освещение может устанавливаться как на задний так и на передний бампер автомобиля.</p>
","<p>Противотуманные фары &ndash; это не только способ украсить, &laquo;тюнинговать&raquo; свой автомобиль, как думают многие. Нас самом деле, противотуманные фары &ndash; это прежде всего дополнительное средство безопасности во время движения. Как понятно из самого названия, противотуманные фары созданы для того, чтоб освещать дорогу во время тяжелых погодных условий, коими являются не только туман, но и дождь, снег и метель. Дополнительное освещение поможет водителю сориентироваться во время плохой видимости и избежать аварийной ситуации. Большинство современных автомобилей укомплектованы такой оптикой с завода, владельцы более устаревших моделей устанавливают противотуманные фары самостоятельно. Дополнительное освещение может устанавливаться как на задний так и на передний бампер автомобиля.</p>

<p>Чем конструкция &laquo;противотуманок&raquo; отличается от обычных фар?<br />
Они сконструированы таким образом, что их луч был низким и плоским, то есть освещал только само дорожное покрытие, не захватывая всю толщу тумана. Свет фары дальнего, а особенно ближнего света, попадая на мельчайшие капельки воды во влажном воздухе, отражаются от них и ухудшают и без того плохую видимость. Оптика внутри фары позволяет делать луч широким и хорошо освещать обочину, что удобно для узких и извилистых дорог. Противотуманные фары позволяют увидеть их свет издалека и другим участникам дорожного движения.</p>

<p>Такие фары должны быть установлены на автомобиле как можно ниже, а их луч направлен таким образом, чтоб не пересекать горизонтальную линию</p>
",,55828
3950,ФАРКОП,2014-02-15 00:26:14.231469,2015-01-17 21:13:03.687759,"<p>Фаркоп-тягово-сцепное устройство шарового типа, используемое для сцепки автомобиля с прицепом. Фаркоп крепится к задней нижней части кузова и позволяет буксировать прицеп.</p>
","<p>Фаркоп-тягово-сцепное устройство шарового типа, используемое для сцепки автомобиля с прицепом. Фаркоп крепится к задней нижней части кузова и позволяет буксировать прицеп массой до 3500 кг (допустимая нагрузка указана на самом механизме). Современные тягово-сцепные устройства производятся с крюком горизонтального или вертикального крепления, могут быть быстросъёмными (полуавтомат), условно-съёмными (механическое крепление болтами) и несъёмными. Также сцепное устройство может быть оснащено электрооборудованием для электрического соединения автомобиля с оборудованием транспортируемого прицепа. Кроме того, наличие фаркопа может полностью исключить повреждения лако-красочного покрытия заднего бампера и багажника при мелких авариях и избежать значительной деформации кузова.</p>

<p>&nbsp;</p>
",,48079
3951,"ФАРЫ ПРОТИВОТУМАННЫЕ, КОМПЛЕКТ",2014-02-15 00:26:14.233292,2014-02-15 00:26:14.233292,,,,
3952,ФИКСАТОР ДВЕРИ,2014-02-15 00:26:14.235494,2015-01-17 21:13:03.679359,,,,2167
3953,ФИКСАТОР КЛАПАНА,2014-02-15 00:26:14.237281,2015-01-17 21:13:03.670527,,,,32
3954,ФИКСАТОР РЕЗЬБЫ,2014-02-15 00:26:14.239064,2015-01-17 21:13:03.62748,"<p>Фиксатор резьбы используют при сборке деталей автомобиля в том случае, если резьбовое соединение находится под постоянным напряжением, воздействием агрессивных химических средств, ударной нагрузкой или сильной вибрации.</p>
","<p>Фиксатор резьбы используют при сборке деталей автомобиля в том случае, если резьбовое соединение находится под постоянным напряжением, воздействием агрессивных химических средств, ударной нагрузкой или сильной вибрации. Также его используют для соединений, которые ничем не защищены от неблагоприятного воздействия окружающей среды. &nbsp;Большинство фирм-производителей автохимии выпускает фиксатор в небольших тюбиках, по консистенции он напоминает герметик или клей. Основной компонент средства &ndash; метакриловые эфиры. Существует два вида фиксаторов &ndash; для разборных соединений (он обычно синего цвета) и высокопрочный фиксатор резьбы для соединений, которые не будут подвергаться разборке. Второй вариант имеет красный цвет. &nbsp;Как он действует? Известно, что при накручивании резьбы вся нагрузка идет на первые несколько витков, которые воспринимают 80% давления. Первые два витка плотно прилегают друг к другу, а между остальными образуется небольшой зазор, в который попадает влага и грязь, приводя к коррозии и, следственно, к ослаблению и раскручиванию резьбовых соединений. Фиксатор не только равномерно распределяет нагрузку по всей длине, он также заполняет зазоры, предотвращая попадание посторонних веществ между витками. Поэтому фиксатор резьбы называют еще анаэробным фиксатором. &nbsp;Где используют фиксатор резьбы? Фиксатор резьбы чаще всего используют для закрепления шпилек головок блока, коробки передач, болтов корзины сцепления и других болтов, которые могут раскрутиться во время эксплуатации</p>
",,1261
3955,ФИЛЬТР ВОЗДУШНЫЙ ДОПОЛНИТЕЛЬНЫЙ,2014-02-15 00:26:14.240894,2015-01-17 21:13:03.608878,"","",,36
3956,"ФИЛЬТР КАРБАМИДНЫЙ, КОМПЛЕКТ",2014-02-15 00:26:14.24266,2015-01-03 06:24:03.159549,"","",,
3957,ФИЛЬТР МАСЛЯНЫЙ КПП,2014-02-15 00:26:14.244572,2015-01-17 21:12:51.085371,"<p>Масляный фильтр предназначен для очистки моторного, трансмиссионного,<br />
смазочного масла от загрязнений.&nbsp;Принцип работы масленого фильтра: при запуске двигателя масляный насос под высоким давлением пропускает масло через фильтрующий элемент для очистки его от стороних частиц.&nbsp;</p>
","<p>Масляный фильтр предназначен для очистки моторного, трансмиссионного,<br />
смазочного масла от загрязнений.&nbsp;Принцип работы масленого фильтра: при запуске двигателя масляный насос под высоким давлением пропускает масло через фильтрующий элемент для очистки его от стороних частиц.&nbsp;<br />
По конструкции фильтры бывают двух видов: разборные и неразборные.<br />
Фильтр состоит из металлического корпуса, фильтрующего элемента, пружины,&nbsp;пропускного и обратного клапана.Фильтрующий элемент обычно изготовляется из специального картона,сложенного гармошкой и закрученного в рулон для&nbsp;максимального увеличения площади рабочей поверхности что улучшает качество работы фильтра.<br />
По типу фильтры бывают: полнопоточные и частичнопоточные.<br />
Полнопоточный пропускает всё масло закачиваемое насосом.Такой фильтр имеет высокую скорость очистки но он бистро засоряется.&nbsp;<br />
Частичнопоточный пропускает только часть масла.Это улучшает очистку масла но снижается скорость очистки.</p>
",,32
3958,ФИЛЬТР РЕЦИРКУЛЯЦИИ ВОЗДУХА,2014-02-15 00:26:14.246355,2015-01-17 21:12:51.069414,"","",,9
3959,ФИЛЬТР САЛОНА,2014-02-15 00:26:14.248185,2015-01-17 21:12:51.061185,"<p>Фильтры салона нужны для очистки воздуха в салоне автомобиля и они производятся двух видов: первый противопылевой (он белого цвета) и второй с активированным углем (он серого цвета). Второй фильтр похож на грязный противопылевой, но пусть вас это не беспокоит и не смущает. Серый цвет придает ему активированный уголь и покрытие из него.</p>
","<p>Фильтры салона нужны для очистки воздуха в салоне автомобиля и они производятся двух видов: первый противопылевой (он белого цвета) и второй с активированным углем (он серого цвета). Второй фильтр похож на грязный противопылевой, но пусть вас это не беспокоит и не смущает. Серый цвет придает ему активированный уголь и покрытие из него.</p>

<p>Часть воздуха из салона автомобиля мы пропускаем прямо через свои легкие. И следуя из этого, очень важно своевременно заменять фильтр. Производители фильтров, рекомендуют делать замену фильтра салона через 12000-15000 километров пробега или делать замену раз в год.&nbsp;<br />
Если ваш автомобиль используется в регионе где имеется большая запыленность воздуха, то тогда фильтр требуется менять чаще.</p>

<p>Большинство автовладельцев предпочитают использовать фильтры с активированным углем, вместо противопылевых. У этих фильтров многослойная конструкция, благодаря ей они хорошо удаляют из воздуха, неприятные запахи, выхлопные газы, удерживают частицы пыли, грязи и т.д. Активированный уголь также хорошо вбирает в себя опасные газы, такие как угарный газ, сернистый и сероводород.</p>

<p>Этот фильтр как противогаз, защищает автовладельца от вредных газов окружающей среды. Если учитывать факт, что экологическая обстановка в крупных городах с каждым годом только ухудшается и похожа на сценарии голливудских фильмов о грустном земном будущем, то будет не лишним защитить свою семью и себя в автомобиле. Одно только жаль, что автомобиль часто приходится покидать.</p>
",,20365
3960,ФИЛЬТР САЛОНА УГОЛЬНЫЙ,2014-02-15 00:26:14.250044,2015-01-17 21:12:51.043757,"","",,723
3961,ФИЛЬТР ТОПЛИВНЫЙ,2014-02-15 00:26:14.251911,2015-01-17 21:12:51.027226,"<p>Топливный фильтр призван очищать топливо от грязи и прочих примесей, которые могут попасть в него на разных стадиях.</p>
","",,63124
3962,ФЛАНЕЦ КАРБЮРАТОРА,2014-02-15 00:26:14.253726,2015-01-17 21:12:51.019036,,,,115
3963,ФЛАНЕЦ КПП,2014-02-15 00:26:14.255604,2015-01-17 21:12:51.010771,,,,190
3964,ФЛАНЕЦ СИСТЕМЫ ОХЛАЖДЕНИЯ,2014-02-15 00:26:14.257346,2015-01-17 21:12:51.002602,,,,331
3965,ФЛАНЕЦ ШЛИЦЕВОЙ,2014-02-15 00:26:14.259184,2015-01-17 21:12:50.98569,,,,39
3966,ФОНАРЬ ГАБАРИТНЫЙ,2014-02-15 00:26:14.260994,2015-01-17 21:12:50.976099,,,,1216
3967,ФОНАРЬ ЗАДНЕГО ХОДА,2014-02-15 00:26:14.262781,2015-01-17 21:12:49.927575,,,,2879
3968,ФОНАРЬ ОСВЕЩЕНИЯ САЛОНА,2014-02-15 00:26:14.264668,2015-01-17 21:12:49.919343,,,,183
3969,ФОНАРЬ ПОДСВЕТКИ НОМЕРА,2014-02-15 00:26:14.266677,2015-01-17 21:12:49.910281,,,,476
3970,ФОНАРЬ ПРОТИВОТУМАННЫЙ ЗАДНИЙ,2014-02-15 00:26:14.268516,2015-01-17 21:12:49.893934,,,,1420
3971,ФОНАРЬ УКАЗАТЕЛЯ ПОВОРОТА,2014-02-15 00:26:14.270301,2015-01-17 21:12:49.88558,,,,158
3972,ФОРКАМЕРА,2014-02-15 00:26:14.272121,2015-01-17 21:12:49.877458,,,,624
3973,ФОРСУНКА ОМЫВАТЕЛЯ,2014-02-15 00:26:14.274122,2015-01-17 21:12:49.869182,,,,13684
3974,ФОРСУНКА ОМЫВАТЕЛЯ ФАРЫ,2014-02-15 00:26:14.284148,2015-01-17 21:12:49.860315,"","",,3353
3975,ФОРСУНКА ТОПЛИВНАЯ,2014-02-15 00:26:14.286025,2015-01-17 21:12:49.844168,"<p>Форсунка топливная - это основная исполнительная деталь в карбюраторной системе с впрыском. В ее задачу входит распылять топливо, на мельчайшие частицы в цилиндры двигателя в непосредственном месте воздушного тракта. Форсунки бензиновых и дизельных двигателей выполняют примерно одинаковые функции, но они совершенно разные устройства по принципу действия и конструкции.</p>
","<p>Форсунка топливная - это основная исполнительная деталь в карбюраторной системе с впрыском. В ее задачу входит распылять топливо, на мельчайшие частицы в цилиндры двигателя в непосредственном месте воздушного тракта. Форсунки бензиновых и дизельных двигателей выполняют примерно одинаковые функции, но они совершенно разные устройства по принципу действия и конструкции.</p>

<p>Работает форсунка топливная по следующему принципу: под высоким давлением от насоса, топливо переходит в штуцер форсунки, после чего топливо проходит по системе каналов и поступает в полость распылителя. Далее передвижение топлива перекрывается иглой распылителя, игла поджата пружинной.&nbsp;</p>

<p>Насос высокого давления, в это время продолжает увеличивать давление топлива, до той величины, которая может преодолеть сопротивление пружины и приподнять иглу над седлом. Таким образом происходит впрыск топлива в цилиндр, после впрыска давление снова падает и игла садится обратно в седло, закрывая топливную подачу, запирая систему. Когда продолжается нагнетание топлива, то вся процедура повторяется.</p>
",,7647
